url,alasan
https://putusan3.mahkamahagung.go.id/direktori/putusan/zaf0797d069596b28117303931303333.html,Tombol PDF tidak ada
https://putusan3.mahkamahagung.go.id/direktori/putusan/zaf0797c6cd3ad3e8457303930363135.html,Tombol PDF tidak ada
https://putusan3.mahkamahagung.go.id/direktori/putusan/zaf0615527f9c8fe96d4313532343431.html,Tombol PDF tidak ada
https://putusan3.mahkamahagung.go.id/direktori/putusan/zaf05bbd0fb27144a570313233333231.html,Tombol PDF tidak ada
https://putusan3.mahkamahagung.go.id/direktori/putusan/zaf05bba678cd88a842c313231343230.html,Tombol PDF tidak ada
https://putusan3.mahkamahagung.go.id/direktori/putusan/zaf05bb7282d0a64acf2313135313035.html,Tombol PDF tidak ada
https://putusan3.mahkamahagung.go.id/direktori/putusan/zaf05bb6e498f9f2b607313134393132.html,Bukan PN Surabaya
https://putusan3.mahkamahagung.go.id/direktori/putusan/zaf168b75a6821e09214313934303133.html,Bukan PN Surabaya
https://putusan3.mahkamahagung.go.id/direktori/putusan/zaf05bb636e179069419313134343231.html,Tombol PDF tidak ada
https://putusan3.mahkamahagung.go.id/direktori/putusan/zaf051aae8c224f6a12e313635383133.html,PDF tidak terdeteksi
https://putusan3.mahkamahagung.go.id/direktori/putusan/zaf045b74af501caa775313135363338.html,Bukan PN Surabaya
